negPeakIdx;negAmp0;negAmp+1;negAmp-1;negAmp+2;negAmp-2;negAmp+3;negAmp-3;posAmp+1;posAmp-1;posAmp+2;posAmp-2;posAmp+3;posAmp-3;timeDif+1;timeDif-1;timeDif+2;timeDif-2;timeDif+3;timeDif-3;corr+1;corr-1;corr+2;corr-2;corr+3;corr-3;negPeakRatio+1;negPeakRatio-1;negPeakRatio+3;negPeakRatio-3;zcr;energy;hnr;specCentroid;specRollOff;mfcc0;mfcc1;f0
1905;0.001186842997626314;0.0007121057985757884;0.0004408273991183452;0.0011190233977619534;0.0006442861987114276;0.0007799253984401493;0.0009155645981688707;0.001865038996269921;0.0013224821973550356;0.0015598507968802985;0.002000678195998644;0.002305866395388267;0.0020684977958630047;0.4375;0.396875;0.8375;0.8625;1.25625;1.2625;0.989459947605159;0.9714920171907641;0.9956470905607157;0.9531373475286172;0.9726992031792512;0.9430875102902908;0.6;0.3714285714285713;0.6571428571428571;0.7714285714285712;10;6.5620489389730805;6.971365290773531;2758.883908896792;6031.25;8.44230763347751;-25.402538681361683;0.0
2045;0.0007121057985757884;0.0011190233977619534;0.001186842997626314;0.0007799253984401493;0.0004408273991183452;0.0022380467955239068;0.0006442861987114276;0.0015598507968802985;0.001865038996269921;0.002305866395388267;0.0013224821973550356;0.0021024075957951846;0.002000678195998644;0.4;0.4375;0.81875;0.834375;1.25625;1.3;0.9869569127741536;0.989459947605159;0.98581744809271;0.9911817127477248;0.7500434838022131;0.9551609230402464;1.5714285714285718;1.6666666666666667;3.1428571428571432;0.9047619047619048;18;5.648925512234102;9.089961606033864;2405.1554334444104;5656.25;4.417189865327502;-24.53720366850221;0.0
2173;0.0011190233977619534;0.0007799253984401493;0.0007121057985757884;0.0022380467955239068;0.001186842997626314;0.002475415395049169;0.0004408273991183452;0.002305866395388267;0.0015598507968802985;0.0021024075957951846;0.001865038996269921;0.0013903017972193964;0.0013224821973550356;0.41875;0.4;0.85625;0.8375;1.659375;1.234375;0.9744534007885576;0.9869569127741536;0.5344628534617819;0.9956470905607157;0.9553899929290254;0.9594500329053894;0.6969696969696969;0.6363636363636362;2.2121212121212115;0.3939393939393939;12;5.885560632310621;10.3297294081329;2492.9510684078336;5906.25;6.409278050252341;-22.57266187272344;0.0
2307;0.0007799253984401493;0.0022380467955239068;0.0011190233977619534;0.002475415395049169;0.0007121057985757884;0.0011529331976941335;0.001186842997626314;0.0021024075957951846;0.002305866395388267;0.0013903017972193964;0.0015598507968802985;0.00169548999660902;0.001865038996269921;0.4375;0.41875;1.240625;0.81875;1.6875;1.25625;0.7015437557716807;0.9744534007885576;0.9813796304889004;0.98581744809271;0.8370789453867812;0.9726992031792512;2.8695652173913047;1.4347826086956523;1.4782608695652169;1.5217391304347825;24;7.507783506928062;5.826904158404022;2786.6299754068395;6062.5;9.695821886253963;-31.356074834917056;0.0
2447;0.0022380467955239068;0.002475415395049169;0.0007799253984401493;0.0011529331976941335;0.0011190233977619534;0.00335707019328586;0.0007121057985757884;0.0013903017972193964;0.0021024075957951846;0.00169548999660902;0.002305866395388267;6.781959986436079e-05;0.0015598507968802985;0.803125;0.4375;1.25;0.85625;1.721875;1.25625;0.5752334846762299;0.7015437557716807;0.7244247818483803;0.5344628534617819;0.2662427743075534;0.7500434838022131;1.1060606060606055;0.34848484848484845;1.5;0.3181818181818181;19;5.8649983683439615;10.555811367969676;2510.769976236133;6156.25;5.697832542273924;-22.28746454244737;0.0
2704;0.002475415395049169;0.0011529331976941335;0.0022380467955239068;0.00335707019328586;0.0007799253984401493;0.00759579518480841;0.0011190233977619534;0.00169548999660902;0.0013903017972193964;6.781959986436079e-05;0.0021024075957951846;0.0039674465920651065;0.002305866395388267;0.446875;0.803125;0.91875;1.240625;1.446875;1.659375;0.8159442440011001;0.5752334846762299;0.8281390876205771;0.9813796304889004;0.9731096321379648;0.9553899929290254;0.4657534246575342;0.904109589041096;3.068493150684932;0.452054794520548;12;5.8030434085842355;12.406172806674546;2273.3701249038627;5656.25;5.610113122327131;-21.17673888677825;0.0
2847;0.0011529331976941335;0.00335707019328586;0.002475415395049169;0.00759579518480841;0.0022380467955239068;0.008714818582570363;0.0007799253984401493;6.781959986436079e-05;0.00169548999660902;0.0039674465920651065;0.0013903017972193964;0.004815191590369617;0.0021024075957951846;0.471875;0.446875;1.0;1.25;1.628125;1.6875;0.1673085140848261;0.8159442440011001;0.6164220426003612;0.7244247818483803;-0.3502189932983959;0.8370789453867812;2.9117647058823537;2.147058823529412;7.5588235294117645;0.6764705882352943;23;5.538626466923535;7.696873197029687;2694.639203295108;6000.0;4.690174997358789;-23.642694155936052;0.0
2998;0.00335707019328586;0.00759579518480841;0.0011529331976941335;0.008714818582570363;0.002475415395049169;0.11308918277382166;0.0022380467955239068;0.0039674465920651065;6.781959986436079e-05;0.004815191590369617;0.00169548999660902;0.11444557477110885;0.0013903017972193964;0.528125;0.471875;1.15625;0.91875;1.703125;1.721875;0.8422166147211506;0.1673085140848261;0.7132856704402923;0.8281390876205771;0.195545125666936;0.2662427743075534;2.2626262626262617;0.34343434343434337;33.686868686868685;0.6666666666666666;9;6.11382422878555;12.627668327249365;1892.83440243014;4968.75;7.4211102148729555;-20.520581110012518;0.0
3167;0.00759579518480841;0.008714818582570363;0.00335707019328586;0.11308918277382166;0.0011529331976941335;0.044184469311631065;0.002475415395049169;0.004815191590369617;0.0039674465920651065;0.11444557477110885;6.781959986436079e-05;0.02519498134961004;0.00169548999660902;0.628125;0.528125;1.175;1.0;1.44375;1.446875;0.7554004718312354;0.8422166147211506;0.4304199756669896;0.6164220426003612;0.04868942461462287;0.9731096321379648;1.1473214285714286;0.4419642857142858;5.816964285714287;0.3258928571428571;2;6.158535465582237;12.884147555369033;1166.6995534428681;3468.75;8.527324558668669;-15.883820649593613;0.0
3368;0.008714818582570363;0.11308918277382166;0.00759579518480841;0.044184469311631065;0.00335707019328586;0.4326890471346219;0.0011529331976941335;0.11444557477110885;0.004815191590369617;0.02519498134961004;0.0039674465920651065;0.2430315361139369;6.781959986436079e-05;0.546875;0.628125;0.815625;1.15625;1.115625;1.628125;-0.07831725938224797;0.7554004718312354;-0.4163352172733867;0.7132856704402923;-0.0354721670150835;-0.3502189932983959;12.976653696498056;0.8715953307392996;49.64980544747082;0.13229571984435798;8;5.939133653079409;6.8322583934294165;1117.4389355257154;3375.0;7.690997927627728;-15.194778405397534;0.0
3543;0.11308918277382166;0.044184469311631065;0.008714818582570363;0.4326890471346219;0.00759579518480841;0.5386910817226178;0.00335707019328586;0.02519498134961004;0.11444557477110885;0.2430315361139369;0.004815191590369617;0.2053577483892845;0.0039674465920651065;0.26875;0.546875;0.56875;1.175;0.953125;1.703125;0.8161806998511791;-0.07831725938224797;0.8018547954189517;0.4304199756669896;0.8949539656099054;0.195545125666936;0.39070464767616186;0.0770614692653673;4.763418290854571;0.02968515742128936;23;17.495792443585632;0.0;1496.9166225240542;3343.75;63.16597917209954;-6.305889422304398;88.88888549804688
3629;0.044184469311631065;0.4326890471346219;0.11308918277382166;0.5386910817226178;0.008714818582570363;0.5385215327229569;0.00759579518480841;0.2430315361139369;0.02519498134961004;0.2053577483892845;0.11444557477110885;0.2173618175652764;0.004815191590369617;0.3;0.26875;0.684375;0.815625;1.075;1.44375;0.6450789011298775;0.8161806998511791;0.4685571325627719;-0.4163352172733867;0.4106976340100789;0.04868942461462287;9.792785878741366;2.5594781273983123;12.1880276285495;0.1719109746738296;17;15.696232165731685;2.4913340117167744;1551.3457012158651;3406.25;56.133420662864296;-8.419163151125339;88.88888549804688
3725;0.4326890471346219;0.5386910817226178;0.044184469311631065;0.5385215327229569;0.11308918277382166;0.5778229908443541;0.008714818582570363;0.2053577483892845;0.2430315361139369;0.2173618175652764;0.02519498134961004;0.23604611732790776;0.11444557477110885;0.384375;0.3;0.775;0.56875;1.16875;1.115625;0.9272668178899486;0.6450789011298775;0.905158005874011;0.8018547954189517;0.9055211661750332;-0.0354721670150835;1.2449843260188087;0.10211598746081506;1.335423197492163;0.020141065830721;12;18.70719039848976;0.0;1044.095891946803;1812.5;68.8648861773762;11.124386198278543;112.05961799621582
3848;0.5386910817226178;0.5385215327229569;0.4326890471346219;0.5778229908443541;0.044184469311631065;0.6043404543913191;0.11308918277382166;0.2173618175652764;0.2053577483892845;0.23604611732790776;0.2430315361139369;0.25428958969142085;0.02519498134961004;0.390625;0.384375;0.784375;0.684375;1.178125;0.953125;0.9986435641346564;0.9272668178899486;0.9987339442527458;0.4685571325627719;0.9987906275650116;0.8949539656099054;0.9996852574593982;0.8032229636157624;1.1218683117210122;0.20993327458139246;11;19.267771716479693;3.4373613777814436;1224.9606513812096;2750.0;72.99853529994466;3.3220867716616613;126.98412322998048
3973;0.5385215327229569;0.5778229908443541;0.5386910817226178;0.6043404543913191;0.4326890471346219;0.6074262461851475;0.044184469311631065;0.23604611732790776;0.2173618175652764;0.25428958969142085;0.2053577483892845;0.26063072227873857;0.2430315361139369;0.39375;0.390625;0.7875;0.775;1.184375;1.075;0.9993410238013658;0.9986435641346564;0.9974030789125822;0.905158005874011;0.9975752866725768;0.4106976340100789;1.0729802909136703;1.000314841634658;1.1279516403249166;0.08204772999181413;13;19.29803546720419;1.559327409921467;1189.7009951315151;2750.0;71.74748554477573;5.729142655649465;127.65714159011841
4099;0.5778229908443541;0.6043404543913191;0.5385215327229569;0.6074262461851475;0.5386910817226178;0.6182773821634452;0.4326890471346219;0.25428958969142085;0.23604611732790776;0.26063072227873857;0.2173618175652764;0.264665988470668;0.2053577483892845;0.39375;0.39375;0.790625;0.784375;1.184375;1.16875;0.9988308840494736;0.9993410238013658;0.9983397333210488;0.9987339442527458;0.9990992605139116;0.9055211661750332;1.0458920187793426;0.9319835680751172;1.0700117370892015;0.7488262910798121;13;19.46689194586675;0.8947799318971673;1154.0253670741974;2718.75;72.54605637152491;6.391720203710729;126.98412322998048
4225;0.6043404543913191;0.6074262461851475;0.5778229908443541;0.6182773821634452;0.5385215327229569;0.6261783655476433;0.5386910817226178;0.26063072227873857;0.25428958969142085;0.264665988470668;0.23604611732790776;0.27999321804001354;0.2173618175652764;0.396875;0.39375;0.790625;0.7875;1.178125;1.178125;0.9995823475640394;0.9988308840494736;0.9997499395808086;0.9974030789125822;0.999572700766712;0.9987906275650116;1.0051060487038492;0.9561216474020874;1.0361351139041637;0.8913702165862416;13;19.513431216494087;4.173898440868122;1137.8757177493028;2437.5;72.44484337426778;8.426369236522557;126.17172861099243
4352;0.6074262461851475;0.6182773821634452;0.6043404543913191;0.6261783655476433;0.5778229908443541;0.6220413699559173;0.5385215327229569;0.264665988470668;0.26063072227873857;0.27999321804001354;0.25428958969142085;0.2804001356391997;0.23604611732790776;0.39375;0.396875;0.78125;0.790625;1.16875;1.184375;0.9997621532138918;0.9995823475640394;0.9996248136543948;0.9983397333210488;0.9994046702474642;0.9975752866725768;1.0178641210294201;0.9949198905822588;1.0240607380114999;0.886562831463183;13;19.2815591964818;8.319509807518621;1053.3185140203168;1968.75;70.7270201803074;12.453422649744008;126.38420104980469
4478;0.6182773821634452;0.6261783655476433;0.6074262461851475;0.6220413699559173;0.6043404543913191;0.6192268565615463;0.5778229908443541;0.27999321804001354;0.264665988470668;0.2804001356391997;0.26063072227873857;0.2972872160054256;0.25428958969142085;0.3875;0.39375;0.775;0.790625;1.159375;1.184375;0.9995319352435612;0.9997621532138918;0.9989040776074914;0.9997499395808086;0.996494357134336;0.9990992605139116;1.0127790270388857;0.9824494049251358;1.001535677069051;0.934569187736522;13;19.405246320118998;2.693152565363244;1211.5376559215747;2562.5;71.90084375355946;9.649660773383511;128.9810537338257
4602;0.6261783655476433;0.6220413699559173;0.6182773821634452;0.6192268565615463;0.6074262461851475;0.6071888775856222;0.6043404543913191;0.2804001356391997;0.27999321804001354;0.2972872160054256;0.264665988470668;0.2979654120040692;0.26063072227873857;0.3875;0.3875;0.771875;0.78125;1.15625;1.178125;0.9996365825208312;0.9995319352435612;0.9981998632979096;0.9996248136543948;0.9987249516407816;0.999572700766712;0.9933932632947038;0.9873822159644752;0.9696739954510992;0.9651250947687644;13;19.681144819660272;2.4831497869841;1353.726569102264;3062.5;74.24733977973214;5.831372618478231;129.03225708007812
4726;0.6220413699559173;0.6192268565615463;0.6261783655476433;0.6071888775856222;0.6182773821634452;0.6112580535774839;0.6074262461851475;0.2972872160054256;0.2804001356391997;0.2979654120040692;0.27999321804001354;0.3059003051881994;0.264665988470668;0.384375;0.3875;0.76875;0.775;1.14375;1.16875;0.9992267182284641;0.9996365825208312;0.9994228669351488;0.9989040776074914;0.9989238212593144;0.9994046702474642;0.9954753597906671;1.0066506759703444;0.9826646314871348;0.9765045791539468;13;19.80334726796116;4.5401846678073605;1434.1418144071554;3187.5;75.0132488209925;4.501026891631781;130.081298828125
4849;0.6192268565615463;0.6071888775856222;0.6220413699559173;0.6112580535774839;0.6261783655476433;0.6178365547643269;0.6182773821634452;0.2979654120040692;0.2972872160054256;0.3059003051881994;0.2804001356391997;0.3135639199728721;0.27999321804001354;0.384375;0.384375;0.759375;0.771875;1.128125;1.159375;0.9995752784750286;0.9992267182284641;0.9992166778634212;0.9981998632979096;0.9988262909191659;0.996494357134336;0.980559662669076;1.0045452056294837;0.9977547779420622;0.9984666776189692;13;19.9135331322288;4.218792157148884;1337.1719794091914;2781.25;75.3811381035133;5.043911455280655;130.73436985015869
4972;0.6071888775856222;0.6112580535774839;0.6192268565615463;0.6178365547643269;0.6220413699559173;0.645473041709054;0.6261783655476433;0.3059003051881994;0.2979654120040692;0.3135639199728721;0.2972872160054256;0.3235334011529332;0.2804001356391997;0.375;0.384375;0.74375;0.76875;1.1125;1.15625;0.9998758187815584;0.9995752784750286;0.9981683096876864;0.9994228669351488;0.9992765554729616;0.9987249516407816;1.0067016642466209;1.019825756729588;1.0630514911202948;1.0312744331508992;15;19.8180413655915;4.028401176601938;1337.2589057385653;2812.5;75.26717017699968;4.756449427413223;133.33332824707028
5092;0.6112580535774839;0.6178365547643269;0.6071888775856222;0.645473041709054;0.6192268565615463;0.6903017972193964;0.6220413699559173;0.3135639199728721;0.3059003051881994;0.3235334011529332;0.2979654120040692;0.35028823329942355;0.2972872160054256;0.36875;0.375;0.7375;0.759375;1.103125;1.14375;0.9983302751827979;0.9998758187815584;0.999689407365038;0.9992166778634212;0.9975035599435532;0.9989238212593144;1.0107622323310774;0.9933429490735604;1.129313214246089;1.017641184955065;18;19.84668145998717;2.3127449664188884;1221.4106581944184;2437.5;76.07725362932248;3.941990719449504;134.0616226196289
5210;0.6178365547643269;0.645473041709054;0.6112580535774839;0.6903017972193964;0.6071888775856222;0.7387928111224144;0.6192268565615463;0.3235334011529332;0.3135639199728721;0.35028823329942355;0.3059003051881994;0.4297388945405222;0.2979654120040692;0.36875;0.36875;0.734375;0.74375;1.0875;1.128125;0.9976650887997076;0.9983302751827979;0.9953009151546848;0.9981683096876864;0.9920562264537766;0.9988262909191659;1.0447310647639958;0.9893523600439078;1.1957738748627882;1.0022502744237105;16;19.699395922865875;4.681812201926502;1330.780641421839;2875.0;75.81598802634124;4.62258307979755;136.75213623046878
5328;0.645473041709054;0.6903017972193964;0.6178365547643269;0.7387928111224144;0.6112580535774839;0.6365886741268226;0.6071888775856222;0.35028823329942355;0.3235334011529332;0.4297388945405222;0.3135639199728721;0.4368599525262801;0.3059003051881994;0.365625;0.36875;0.71875;0.7375;1.075;1.1125;0.9989890686882807;0.9976650887997076;0.997157152521333;0.999689407365038;0.9839374698540873;0.9992765554729616;1.0694510112949829;0.9571841344890988;0.9862358812713422;0.9406882059364328;15;19.53947730047529;6.1497167389627245;1211.0001876225595;2531.25;75.357600050454;5.246897491516816;136.0567840576172
5445;0.6903017972193964;0.7387928111224144;0.645473041709054;0.6365886741268226;0.6178365547643269;0.5897253306205493;0.6112580535774839;0.4297388945405222;0.35028823329942355;0.4368599525262801;0.3235334011529332;0.3739572736520855;0.3135639199728721;0.353125;0.365625;0.709375;0.734375;1.071875;1.103125;0.9992584591745982;0.9989890686882807;0.990262199014614;0.9953009151546848;0.9238219564661594;0.9975035599435532;1.0702461069902245;0.9350591933978484;0.8543007319349609;0.8854939332907599;17;19.35063719617173;4.189256047171711;1122.3107580729702;2000.0;74.97543520593052;5.4790809777672385;141.59292602539062
5558;0.7387928111224144;0.6365886741268226;0.6903017972193964;0.5897253306205493;0.645473041709054;0.4510342488979315;0.6178365547643269;0.4368599525262801;0.4297388945405222;0.3739572736520855;0.35028823329942355;0.4042387249915225;0.3235334011529332;0.35625;0.353125;0.71875;0.71875;1.0625;1.0875;0.9933427151471252;0.9992584591745982;0.9279635253059644;0.997157152521333;0.9200743884094812;0.9920562264537766;0.8616606233074771;0.9343645293064672;0.6105016753109652;0.8362785147106072;14;19.41569898992067;3.638519097902343;1131.4774918627106;2218.75;75.43286264859071;6.865699262461393;139.8535255432129
5672;0.6365886741268226;0.5897253306205493;0.7387928111224144;0.4510342488979315;0.6903017972193964;0.05157680569684639;0.645473041709054;0.3739572736520855;0.4368599525262801;0.4042387249915225;0.4297388945405222;0.2312648355374703;0.35028823329942355;0.3625;0.35625;0.70625;0.709375;1.05;1.075;0.9563371641997472;0.9933427151471252;0.9571796416801802;0.990262199014614;0.8546035170792032;0.9839374698540873;0.9263836360730836;1.160549725669845;0.08102061471261919;1.0139562137111808;9;17.509795911624146;0.0;1045.2784307929194;1500.0;68.44701848512915;4.854475194340925;141.22673645019532
5788;0.5897253306205493;0.4510342488979315;0.6365886741268226;0.05157680569684639;0.7387928111224144;0.053475754493048484;0.6903017972193964;0.4042387249915225;0.3739572736520855;0.2312648355374703;0.4368599525262801;0.04733808070532384;0.4297388945405222;0.34375;0.3625;0.6875;0.71875;1.0125;1.071875;0.9682422047075412;0.9563371641997472;0.7306273425524671;0.9279635253059644;0.7576253989517964;0.9238219564661594;0.7648208843654764;1.0794663906618365;0.09067908688402046;1.1705479845897304;4;16.76514555710826;0.0;1060.9618001024046;2031.25;66.22743126111875;5.170018095515736;142.85714721679688
5898;0.4510342488979315;0.05157680569684639;0.5897253306205493;0.053475754493048484;0.6365886741268226;0.002882332994235334;0.7387928111224144;0.2312648355374703;0.4042387249915225;0.04733808070532384;0.3739572736520855;0.025669718548660563;0.4368599525262801;0.34375;0.34375;0.66875;0.70625;1.35;1.0625;0.855395059151313;0.9682422047075412;0.9574684957692062;0.9571796416801802;0.7007852116962241;0.9200743884094812;0.11435230433801973;1.3074956770167656;0.006390496955116157;1.6379971430719495;4;15.053261231015618;0.0;1303.5304141373558;3406.25;56.115996292397355;-7.440092133335612;39.28571548461915
6008;0.05157680569684639;0.053475754493048484;0.4510342488979315;0.002882332994235334;0.5897253306205493;0.001966768396066464;0.6365886741268226;0.04733808070532384;0.2312648355374703;0.025669718548660563;0.4042387249915225;0.0015598507968802985;0.3739572736520855;0.325;0.34375;1.00625;0.6875;1.259375;1.05;0.702294827058046;0.855395059151313;0.9665996528281248;0.7306273425524671;0.6051590151912769;0.8546035170792032;1.036817882971729;8.74490466798159;0.03813280736357661;12.342537804076269;19;14.363495041848884;12.540390213010184;1879.920080165789;5468.75;44.07010861771175;-26.225633468015715;0.0
6112;0.053475754493048484;0.002882332994235334;0.05157680569684639;0.001966768396066464;0.4510342488979315;0.003797897592404205;0.5897253306205493;0.025669718548660563;0.04733808070532384;0.0015598507968802985;0.2312648355374703;0.006069854187860292;0.4042387249915225;0.68125;0.325;0.934375;0.66875;1.415625;1.0125;0.45262169855589596;0.702294827058046;0.4065921599981289;0.9574684957692062;-0.13410073204353426;0.7576253989517964;0.0538998097653773;0.9644895370957516;0.07102092580849716;11.027901077996194;51;15.733132621496026;4.063913183169384;3783.851914835509;7093.75;45.6405068280035;-35.75455132620187;0.0
6330;0.002882332994235334;0.001966768396066464;0.053475754493048484;0.003797897592404205;0.05157680569684639;0.0006103763987792473;0.4510342488979315;0.0015598507968802985;0.025669718548660563;0.006069854187860292;0.04733808070532384;0.00844354018311292;0.2312648355374703;0.253125;0.68125;0.734375;1.00625;1.846875;1.35;0.4906178029974265;0.45262169855589596;0.12343333725838265;0.9665996528281248;-0.1586773215692499;0.7007852116962241;0.6823529411764709;18.552941176470586;0.211764705882353;156.48235294117646;70;12.615205119646404;0.7397524245844367;3414.530023740838;6687.5;31.994108888999378;-36.97444796561648;0.0
6411;0.001966768396066464;0.003797897592404205;0.002882332994235334;0.0006103763987792473;0.053475754493048484;0.10396744659206512;0.05157680569684639;0.006069854187860292;0.0015598507968802985;0.00844354018311292;0.025669718548660563;0.07778908104442184;0.04733808070532384;0.48125;0.253125;1.59375;0.934375;2.3125;1.259375;-0.4407774128712745;0.4906178029974265;0.926771563486996;0.4065921599981289;0.4631969826296789;0.6051590151912769;1.93103448275862;1.4655172413793096;52.86206896551722;26.22413793103447;108;12.856570316880903;0.0;4873.46024953581;7125.0;28.85552156002225;-43.545478899480564;0.0
6565;0.003797897592404205;0.0006103763987792473;0.001966768396066464;0.10396744659206512;0.002882332994235334;0.2600881654798237;0.053475754493048484;0.00844354018311292;0.006069854187860292;0.07778908104442184;0.0015598507968802985;0.012139708375720584;0.025669718548660563;1.1125;0.48125;1.83125;0.734375;2.1375;1.415625;0.2674481540756133;-0.4407774128712745;-0.1820881127711201;0.12343333725838265;-0.1849897562347636;-0.13410073204353426;0.16071428571428573;0.5178571428571431;68.48214285714289;14.080357142857142;105;13.035707122073026;0.60049095697828;4450.640104769889;7000.0;32.203337487402216;-41.428977677206575;0.0
